step,loss,ce_unweighted,lr
59,7.098335266113281,7.026649475097656,4.8387096774193554e-05
60,7.223288536071777,7.3493123054504395,4.9193548387096775e-05
61,7.405338764190674,7.407979965209961,5e-05
62,7.116017818450928,7.068106651306152,5.080645161290323e-05
63,7.167014122009277,7.253970623016357,5.161290322580645e-05
64,7.2047905921936035,6.994211673736572,5.241935483870968e-05
65,7.284567356109619,7.238732814788818,5.32258064516129e-05
66,7.346158027648926,7.206114768981934,5.403225806451613e-05
67,6.927337646484375,7.0637712478637695,5.4838709677419355e-05
68,6.759707450866699,6.745635032653809,5.5645161290322576e-05
69,7.059800148010254,6.960625648498535,5.645161290322582e-05
70,6.643189907073975,6.68245267868042,5.725806451612904e-05
71,6.953813552856445,6.983234882354736,5.8064516129032266e-05
72,6.97343635559082,6.889735221862793,5.887096774193549e-05
73,6.837838172912598,6.71864652633667,5.9677419354838715e-05
74,6.9485673904418945,6.938384532928467,6.048387096774194e-05
75,6.954681873321533,6.87094783782959,6.129032258064517e-05
76,6.754372596740723,6.755895614624023,6.209677419354839e-05
77,6.637905597686768,6.738542079925537,6.290322580645161e-05
78,6.871293067932129,6.87347412109375,6.370967741935485e-05
79,6.605537414550781,6.643889427185059,6.451612903225807e-05
80,6.990373134613037,6.941116809844971,6.532258064516129e-05
81,6.70269250869751,6.64738655090332,6.612903225806452e-05
82,6.352088928222656,6.390600204467773,6.693548387096774e-05
83,6.820713043212891,6.62103796005249,6.774193548387096e-05
84,6.6639862060546875,6.76873779296875,6.854838709677419e-05
85,6.531860828399658,6.601211071014404,6.935483870967743e-05
86,6.666059494018555,6.694498062133789,7.016129032258065e-05
87,6.3387770652771,6.440690517425537,7.096774193548388e-05
88,6.473126411437988,6.797913074493408,7.177419354838711e-05
89,6.421030521392822,6.471881866455078,7.258064516129033e-05
90,6.563619613647461,6.63542366027832,7.338709677419355e-05
91,6.586630821228027,6.6205925941467285,7.419354838709677e-05
92,6.719422340393066,6.63890266418457,7.500000000000001e-05
93,6.532555103302002,6.893993854522705,7.580645161290323e-05
94,6.315904140472412,6.34733772277832,7.661290322580645e-05
95,6.607924461364746,6.717039108276367,7.741935483870968e-05
96,6.670576572418213,6.344491958618164,7.82258064516129e-05
97,6.177408218383789,6.385552883148193,7.903225806451613e-05
98,6.810674667358398,6.544045925140381,7.983870967741936e-05
99,6.326297760009766,6.2343573570251465,8.064516129032258e-05
100,6.501845359802246,6.640255928039551,8.145161290322582e-05
101,6.528756618499756,6.265717029571533,8.225806451612904e-05
102,6.631875038146973,6.565113544464111,8.306451612903227e-05
103,6.369142532348633,6.230193614959717,8.387096774193549e-05
104,6.313173294067383,6.1809892654418945,8.467741935483871e-05
105,6.401976585388184,6.272922515869141,8.548387096774195e-05
106,6.2476091384887695,6.271798133850098,8.629032258064517e-05
107,6.21755313873291,6.3575520515441895,8.709677419354839e-05
108,6.529852867126465,6.475492477416992,8.790322580645162e-05
109,6.53713321685791,6.4567437171936035,8.870967741935484e-05
110,6.266783237457275,6.110679626464844,8.951612903225806e-05
111,6.585306167602539,6.376092910766602,9.032258064516129e-05
112,6.154333114624023,6.439474105834961,9.112903225806452e-05
113,6.495460510253906,6.392148017883301,9.193548387096774e-05
114,6.520094871520996,6.577025890350342,9.274193548387096e-05
115,6.28212833404541,6.313908100128174,9.35483870967742e-05
116,6.467895030975342,6.292284965515137,9.435483870967743e-05
117,6.330514907836914,6.269978046417236,9.516129032258065e-05
118,6.385308265686035,6.413973331451416,9.596774193548387e-05
119,6.560905456542969,6.419812202453613,9.677419354838711e-05
120,6.432107448577881,6.3832106590271,9.758064516129033e-05
121,6.378917694091797,6.473509788513184,9.838709677419355e-05
122,6.189889907836914,6.117801666259766,9.919354838709678e-05
123,6.536917686462402,6.366591453552246,0.0001
124,6.065701484680176,6.040372848510742,0.00010080645161290323
125,6.217430114746094,6.33731746673584,0.00010161290322580646
126,5.959295272827148,6.183584213256836,0.00010241935483870968
127,6.363720893859863,6.338333606719971,0.0001032258064516129
128,5.8803300857543945,5.946755886077881,0.00010403225806451614
129,6.469400882720947,6.33872652053833,0.00010483870967741936
130,6.455347061157227,6.644045829772949,0.00010564516129032258
131,6.086414337158203,6.143494606018066,0.0001064516129032258
132,6.298577785491943,6.484478950500488,0.00010725806451612903
133,6.339845657348633,6.3371782302856445,0.00010806451612903225
134,6.471887588500977,6.625999450683594,0.00010887096774193548
135,6.467339038848877,6.59010648727417,0.00010967741935483871
136,6.396045207977295,6.515976905822754,0.00011048387096774193
137,6.324013710021973,6.354189872741699,0.00011129032258064515
138,6.285946369171143,6.315917015075684,0.00011209677419354839
139,6.502223491668701,6.333736419677734,0.00011290322580645163
140,6.250646591186523,6.223979473114014,0.00011370967741935486
141,6.379697799682617,6.22629976272583,0.00011451612903225808
142,6.269835472106934,6.23363733291626,0.00011532258064516131
143,6.300032615661621,6.2842326164245605,0.00011612903225806453
144,6.3597211837768555,6.393938064575195,0.00011693548387096775
145,6.439589977264404,6.314519882202148,0.00011774193548387097
146,6.26877498626709,6.2376508712768555,0.00011854838709677421
147,6.052712440490723,6.069355010986328,0.00011935483870967743
148,6.498721122741699,6.533613681793213,0.00012016129032258065
149,6.46048641204834,6.488391876220703,0.00012096774193548388
150,6.472731590270996,6.450133800506592,0.0001217741935483871
151,6.525145530700684,6.448619365692139,0.00012258064516129034
152,6.6509690284729,6.510881423950195,0.00012338709677419356
153,6.046502590179443,6.032371997833252,0.00012419354838709678
154,6.450562953948975,6.5429205894470215,0.000125
155,6.644104957580566,6.567248344421387,0.00012580645161290322
156,6.578204154968262,6.6186017990112305,0.00012661290322580644
157,6.022173881530762,6.367154121398926,0.0001274193548387097
158,6.330755710601807,6.186856746673584,0.0001282258064516129
159,5.9724812507629395,5.846920967102051,0.00012903225806451613
160,6.026658058166504,6.190490245819092,0.00012983870967741936
161,6.173437595367432,5.992891788482666,0.00013064516129032258
162,5.9367804527282715,5.971121311187744,0.0001314516129032258
163,6.284898281097412,6.19167947769165,0.00013225806451612905
164,6.519997596740723,6.564513683319092,0.00013306451612903227
165,6.044345855712891,6.273696422576904,0.0001338709677419355
166,6.121078014373779,6.048242568969727,0.0001346774193548387
167,6.269860744476318,6.299308776855469,0.00013548387096774193
168,6.105177879333496,6.212047100067139,0.00013629032258064515
169,5.998837947845459,6.15899658203125,0.00013709677419354837
170,6.366927146911621,6.375810623168945,0.00013790322580645162
171,6.185002326965332,6.375946998596191,0.00013870967741935487
172,6.082130432128906,5.99699592590332,0.0001395161290322581
173,6.477239608764648,6.384426593780518,0.0001403225806451613
174,6.430391311645508,6.523785591125488,0.00014112903225806453
175,6.296931266784668,6.190656661987305,0.00014193548387096775
176,6.345824241638184,6.554698944091797,0.00014274193548387097
177,6.57856559753418,6.386650562286377,0.00014354838709677422
178,6.251487731933594,6.353419303894043,0.00014435483870967744
179,6.235784530639648,6.456089019775391,0.00014516129032258066
180,6.136202812194824,6.10506010055542,0.00014596774193548388
181,6.298685073852539,6.248598098754883,0.0001467741935483871
182,6.505953311920166,6.135341167449951,0.00014758064516129032
183,6.467532157897949,6.374042987823486,0.00014838709677419355
184,6.32094669342041,6.43467903137207,0.0001491935483870968
185,6.217883110046387,6.2511138916015625,0.00015000000000000001
186,6.516547203063965,6.521598815917969,0.00015080645161290323
187,6.050528049468994,6.109119415283203,0.00015161290322580646
188,6.729150772094727,6.520750999450684,0.00015241935483870968
189,6.538393974304199,6.643816947937012,0.0001532258064516129
190,6.325133323669434,6.365917205810547,0.00015403225806451615
191,5.849589824676514,6.06774377822876,0.00015483870967741937
192,6.50839376449585,6.54390287399292,0.0001556451612903226
193,6.299712657928467,6.263113021850586,0.0001564516129032258
194,6.34242582321167,5.881608963012695,0.00015725806451612903
195,6.207968235015869,6.330386638641357,0.00015806451612903225
196,6.074923515319824,6.031662464141846,0.00015887096774193547
197,6.285128593444824,6.282444000244141,0.00015967741935483872
198,6.396727085113525,6.50687837600708,0.00016048387096774194
199,6.416704177856445,6.450262546539307,0.00016129032258064516
200,6.468576431274414,6.327592372894287,0.00016209677419354838
201,6.056134223937988,6.079056262969971,0.00016290322580645163
202,6.113164901733398,6.106555461883545,0.00016370967741935485
203,6.146181583404541,6.2593793869018555,0.00016451612903225807
204,6.09071683883667,6.079297065734863,0.00016532258064516132
205,6.437989234924316,6.272491931915283,0.00016612903225806454
206,6.198335647583008,6.275154113769531,0.00016693548387096776
207,6.196756362915039,6.335255146026611,0.00016774193548387098
208,6.628166198730469,6.3589911460876465,0.0001685483870967742
209,6.26527214050293,6.437387943267822,0.00016935483870967742
210,6.526417255401611,6.622591495513916,0.00017016129032258065
211,5.964205265045166,5.949767589569092,0.0001709677419354839
212,6.0475616455078125,6.138838768005371,0.00017177419354838711
213,6.494595527648926,6.591922760009766,0.00017258064516129034
214,6.514862060546875,6.3973798751831055,0.00017338709677419356
215,6.240277290344238,6.220651626586914,0.00017419354838709678
216,6.096617698669434,6.0728840827941895,0.000175
217,6.42704439163208,6.2162556648254395,0.00017580645161290325
218,6.348667144775391,6.370330810546875,0.00017661290322580647
219,6.245700836181641,6.161181926727295,0.0001774193548387097
220,6.220973014831543,6.2426276206970215,0.0001782258064516129
221,6.124703407287598,6.26966667175293,0.00017903225806451613
222,6.162210464477539,6.064531326293945,0.00017983870967741935
223,6.220322608947754,6.3616557121276855,0.00018064516129032257
224,6.1668291091918945,6.2947492599487305,0.00018145161290322582
225,6.12217903137207,6.083071708679199,0.00018225806451612904
226,6.368746280670166,6.366997718811035,0.00018306451612903226
227,6.173511981964111,6.1890668869018555,0.00018387096774193548
228,6.20775032043457,5.993216514587402,0.0001846774193548387
229,6.089162826538086,6.037404537200928,0.00018548387096774192
230,6.108992576599121,6.2132134437561035,0.00018629032258064517
231,6.484082221984863,6.261826992034912,0.0001870967741935484
232,6.198939323425293,6.306191444396973,0.00018790322580645164
233,6.323991775512695,6.464540004730225,0.00018870967741935486
234,6.014716148376465,5.792597770690918,0.00018951612903225808
235,6.013906478881836,6.0691094398498535,0.0001903225806451613
236,6.3101043701171875,6.308061122894287,0.00019112903225806453
237,6.099544525146484,6.445322513580322,0.00019193548387096775
238,6.1659770011901855,6.147917747497559,0.000192741935483871
239,6.369276523590088,6.330533027648926,0.00019354838709677422
240,6.031577110290527,6.069747447967529,0.00019435483870967744
241,5.936288356781006,5.888037204742432,0.00019516129032258066
242,6.234256744384766,6.27287483215332,0.00019596774193548388
243,6.039389610290527,5.891923904418945,0.0001967741935483871
244,6.179160118103027,5.962494850158691,0.00019758064516129035
245,6.171393871307373,6.259478569030762,0.00019838709677419357
246,6.481834888458252,6.513904094696045,0.0001991935483870968
247,6.251723289489746,6.308079719543457,0.0002
248,5.937273025512695,5.935618877410889,0.0002
249,6.025871276855469,6.116751194000244,0.00019999998003061685
250,6.059059143066406,6.146216869354248,0.0001999999201224762
251,6.341248989105225,6.253378391265869,0.00019999982027560465
252,5.935598373413086,5.960221290588379,0.00019999968049004652
253,6.061488151550293,6.1478800773620605,0.00019999950076586386
254,6.113918304443359,6.214681148529053,0.00019999928110313634
255,5.998340606689453,5.945094585418701,0.00019999902150196155
256,6.204404354095459,6.26694917678833,0.00019999872196245464
257,6.179361820220947,6.217423915863037,0.00019999838248474852
258,6.221042633056641,6.116135597229004,0.00019999800306899385
259,6.0888352394104,6.205512046813965,0.00019999758371535905
260,6.346886157989502,6.316974639892578,0.00019999712442403012
261,6.047754287719727,6.2126688957214355,0.00019999662519521095
262,6.179906368255615,6.088575839996338,0.00019999608602912304
263,5.949252605438232,5.949377536773682,0.00019999550692600566
264,6.2667388916015625,6.287020683288574,0.00019999488788611584
265,6.011007785797119,6.066811561584473,0.00019999422890972822
266,5.782742500305176,5.7555623054504395,0.00019999352999713524
267,6.2923383712768555,6.085299491882324,0.00019999279114864716
268,6.1415557861328125,5.996862888336182,0.0001999920123645917
269,6.0874786376953125,6.164909839630127,0.00019999119364531452
270,6.3377861976623535,6.474612712860107,0.000199990334991179
271,6.1837005615234375,6.093440055847168,0.0001999894364025661
272,6.1399030685424805,6.184503078460693,0.00019998849787987457
273,6.242775917053223,6.115585803985596,0.00019998751942352095
274,6.284758567810059,6.184919834136963,0.00019998650103393941
275,6.249197006225586,6.378767967224121,0.0001999854427115819
276,6.057282447814941,6.132756233215332,0.00019998434445691804
277,6.079778671264648,5.9837141036987305,0.00019998320627043523
278,6.0402913093566895,5.992560863494873,0.0001999820281526385
279,6.050591945648193,6.037775993347168,0.00019998081010405073
280,6.371461868286133,6.283377170562744,0.00019997955212521236
281,6.041639804840088,5.941898345947266,0.00019997825421668168
282,5.930906772613525,6.114022254943848,0.0001999769163790347
283,6.399777412414551,6.348168849945068,0.00019997553861286505
284,6.246384620666504,6.206154823303223,0.0001999741209187841
285,5.94914436340332,5.947109222412109,0.0001999726632974211
286,6.462805271148682,6.3537373542785645,0.00019997116574942272
287,6.223535537719727,6.2371721267700195,0.00019996962827545364
288,6.073733806610107,6.1569600105285645,0.0001999680508761961
289,6.072864055633545,5.973922252655029,0.0001999664335523501
290,6.465073585510254,6.448103427886963,0.00019996477630463333
291,6.402694225311279,6.529458522796631,0.0001999630791337812
292,6.187229633331299,6.071499347686768,0.00019996134204054692
293,6.10391902923584,5.961206436157227,0.00019995956502570132
294,6.609070777893066,6.440937519073486,0.00019995774809003296
295,5.920933246612549,5.901111602783203,0.00019995589123434815
296,6.015375137329102,6.098899841308594,0.00019995399445947088
297,6.176209926605225,5.989940166473389,0.00019995205776624284
298,6.198235988616943,6.144561290740967,0.00019995008115552353
299,6.255984306335449,6.266212463378906,0.00019994806462819006
300,5.925949573516846,5.815279483795166,0.0001999460081851373
301,6.362548828125,6.2319231033325195,0.00019994391182727783
302,6.219508171081543,6.1948137283325195,0.0001999417755555419
303,6.776283264160156,6.543849945068359,0.00019993959937087763
304,6.3455305099487305,6.091355800628662,0.0001999373832742506
305,5.995929718017578,6.059880256652832,0.0001999351272666443
306,6.269834041595459,6.182805061340332,0.0001999328313490598
307,6.231000900268555,6.140791416168213,0.00019993049552251602
308,6.047688961029053,6.088741779327393,0.0001999281197880495
309,6.134387969970703,6.0806450843811035,0.0001999257041467145
310,6.450662612915039,6.496969699859619,0.00019992324859958297
311,6.274570941925049,6.357086658477783,0.0001999207531477446
312,6.494145393371582,6.368063926696777,0.0001999182177923068
313,6.434679985046387,6.478339672088623,0.0001999156425343947
314,6.517475128173828,6.536625385284424,0.00019991302737515108
315,6.022204399108887,5.9068732261657715,0.00019991037231573638
316,5.924041748046875,5.946604251861572,0.00019990767735732893
317,6.179139137268066,6.200183391571045,0.0001999049425011246
318,6.101282119750977,6.058774471282959,0.00019990216774833704
319,6.153092384338379,6.329994201660156,0.00019989935310019756
320,5.965835094451904,5.877181529998779,0.00019989649855795525
321,6.020791053771973,5.940702438354492,0.00019989360412287678
322,6.5706071853637695,6.079215049743652,0.00019989066979624666
323,5.976948261260986,5.892026901245117,0.00019988769557936702
324,6.293297290802002,6.328287124633789,0.0001998846814735577
325,6.163596153259277,6.33563756942749,0.00019988162748015625
326,5.920365333557129,5.892125606536865,0.00019987853360051792
327,6.293978691101074,6.193547248840332,0.0001998753998360157
328,6.110476970672607,6.104060649871826,0.0001998722261880402
329,6.211760520935059,6.293034076690674,0.0001998690126579998
330,5.989402770996094,6.129593849182129,0.00019986575924732053
331,6.310548782348633,6.368051528930664,0.00019986246595744614
332,6.369968414306641,6.3052263259887695,0.00019985913278983806
333,5.759879112243652,5.784974098205566,0.00019985575974597547
334,6.039974212646484,5.972458839416504,0.00019985234682735518
335,5.927154541015625,5.844447135925293,0.0001998488940354917
336,6.548384189605713,6.567841053009033,0.00019984540137191726
337,6.409735202789307,6.4251484870910645,0.00019984186883818185
338,6.5848236083984375,6.60841703414917,0.00019983829643585298
339,5.900752544403076,6.099930763244629,0.00019983468416651605
340,6.162266731262207,5.944819450378418,0.00019983103203177397
341,6.005074501037598,6.040745258331299,0.00019982734003324749
342,6.258140563964844,6.1587018966674805,0.0001998236081725749
343,6.434818267822266,6.500912189483643,0.0001998198364514124
344,6.187961101531982,6.2379255294799805,0.00019981602487143362
345,6.0748291015625,6.07766580581665,0.00019981217343433008
346,5.854301929473877,5.600347518920898,0.00019980828214181086
347,5.828723907470703,5.971706867218018,0.0001998043509956028
348,6.309038162231445,6.235379219055176,0.0001998003799974504
349,6.316739559173584,6.335454940795898,0.00019979636914911584
350,5.964000701904297,5.830893039703369,0.000199792318452379
351,6.381477355957031,6.271392822265625,0.0001997882279090374
352,6.394345283508301,6.143115520477295,0.00019978409752090633
353,6.316690444946289,6.052405834197998,0.00019977992728981871
354,6.303641319274902,6.338331699371338,0.0001997757172176251
355,6.161927223205566,6.125666618347168,0.00019977146730619375
356,6.298102855682373,6.220427513122559,0.0001997671775574107
357,6.2120747566223145,6.249399185180664,0.00019976284797317952
358,5.8963303565979,5.853357791900635,0.00019975847855542155
359,6.12190055847168,6.009993553161621,0.00019975406930607578
360,6.370009422302246,6.382919788360596,0.0001997496202270989
361,6.422308444976807,6.42164421081543,0.00019974513132046517
362,6.074277877807617,5.973277568817139,0.0001997406025881667
363,5.832897186279297,5.981916904449463,0.00019973603403221314
364,6.065264701843262,6.179003715515137,0.00019973142565463185
365,6.3756561279296875,6.462785243988037,0.00019972677745746785
366,6.189418315887451,6.176765441894531,0.00019972208944278388
367,6.069063186645508,6.1256208419799805,0.00019971736161266028
368,6.318639755249023,6.383326053619385,0.0001997125939691951
369,6.235209941864014,6.22134256362915,0.00019970778651450406
370,6.052304744720459,6.2964186668396,0.0001997029392507205
371,6.035243988037109,6.079046726226807,0.00019969805217999548
372,6.11445426940918,6.175534725189209,0.00019969312530449774
373,6.449990749359131,6.619934558868408,0.0001996881586264136
374,6.11927604675293,6.2350897789001465,0.00019968315214794716
375,6.597138404846191,6.490148067474365,0.00019967810587132005
376,6.081887722015381,5.995596885681152,0.00019967301979877163
377,6.210745811462402,6.224668979644775,0.00019966789393255894
378,6.382612228393555,6.38388729095459,0.00019966272827495664
379,6.209872245788574,6.186460494995117,0.00019965752282825712
380,6.178200721740723,6.115390777587891,0.00019965227759477028
381,6.125458717346191,6.048027038574219,0.0001996469925768238
382,6.306972503662109,6.349506855010986,0.00019964166777676303
383,6.155618667602539,6.188394069671631,0.00019963630319695086
384,6.225349426269531,6.229500770568848,0.0001996308988397679
385,5.925172805786133,5.8283185958862305,0.00019962545470761248
386,6.665131568908691,6.501855373382568,0.00019961997080290047
387,6.171375274658203,6.035213947296143,0.00019961444712806537
388,5.975227355957031,6.093754768371582,0.00019960888368555847
389,6.1899333000183105,6.090420722961426,0.0001996032804778486
390,6.109275817871094,5.876391410827637,0.00019959763750742227
391,6.167942047119141,6.063425540924072,0.0001995919547767836
392,6.088523864746094,6.1558098793029785,0.0001995862322884544
393,6.269975662231445,6.519336223602295,0.0001995804700449741
394,6.431361198425293,6.410279273986816,0.00019957466804889978
395,6.014970779418945,5.881694793701172,0.00019956882630280616
396,6.199872016906738,6.1754069328308105,0.0001995629448092856
397,5.968511581420898,5.89033317565918,0.00019955702357094806
398,6.05612850189209,6.12923526763916,0.00019955106259042122
399,6.121892929077148,6.205209732055664,0.00019954506187035037
400,6.123516082763672,6.268680095672607,0.00019953902141339833
401,6.143601417541504,6.107352256774902,0.0001995329412222457
402,6.23862361907959,6.24261999130249,0.0001995268212995906
403,6.432995319366455,6.470633506774902,0.00019952066164814888
404,6.1072492599487305,6.1703948974609375,0.00019951446227065397
405,6.218182563781738,6.11604642868042,0.00019950822316985693
406,6.244115352630615,6.289872169494629,0.00019950194434852642
407,6.151055812835693,6.330283164978027,0.0001994956258094488
408,6.169229984283447,6.235347270965576,0.00019948926755542797
409,5.978128910064697,5.933267116546631,0.0001994828695892855
410,6.124694347381592,6.053174018859863,0.00019947643191386055
411,6.428572654724121,6.406932830810547,0.00019946995453201002
412,6.176138877868652,6.27064847946167,0.00019946343744660827
413,6.555422306060791,6.185412883758545,0.00019945688066054734
414,6.23867130279541,6.332982540130615,0.00019945028417673693
415,6.414640426635742,6.453996181488037,0.00019944364799810433
416,6.300508499145508,6.390564918518066,0.00019943697212759443
417,6.262756824493408,6.434271335601807,0.00019943025656816968
418,6.401238441467285,6.449195861816406,0.00019942350132281028
419,5.987318992614746,6.00846529006958,0.00019941670639451393
420,6.261492729187012,6.223515033721924,0.00019940987178629599
421,6.045783042907715,5.938290119171143,0.0001994029975011894
422,6.151968002319336,6.266315460205078,0.00019939608354224472
423,5.851685523986816,5.875431060791016,0.00019938912991253013
424,6.886937141418457,6.2427659034729,0.0001993821366151314
425,5.943180084228516,5.809607028961182,0.00019937510365315193
426,6.248692512512207,6.240796089172363,0.00019936803102971263
427,6.362967491149902,6.475961208343506,0.00019936091874795214
428,5.988275051116943,6.012538433074951,0.00019935376681102655
429,6.366738796234131,6.505069732666016,0.00019934657522210976
430,6.244081020355225,6.300026893615723,0.00019933934398439304
431,6.034631729125977,5.950909614562988,0.00019933207310108536
432,6.29451322555542,6.361281394958496,0.00019932476257541332
433,6.101124286651611,6.042831897735596,0.00019931741241062105
434,6.239908218383789,6.097819805145264,0.00019931002260997028
435,5.86836051940918,6.241815567016602,0.00019930259317674034
436,6.119361400604248,6.15324592590332,0.00019929512411422817
437,6.613337516784668,6.648910045623779,0.0001992876154257482
438,6.072016716003418,6.180821895599365,0.00019928006711463262
439,5.990154266357422,6.032321453094482,0.00019927247918423102
440,6.086141586303711,6.209008693695068,0.0001992648516379107
441,5.906649589538574,5.977252960205078,0.00019925718447905645
442,6.259763717651367,6.281074523925781,0.0001992494777110707
443,6.276134967803955,6.2042412757873535,0.00019924173133737346
444,5.779843330383301,5.816607475280762,0.00019923394536140222
445,6.041092395782471,6.157026290893555,0.0001992261197866122
446,6.204651832580566,6.124906063079834,0.00019921825461647607
447,5.981398105621338,5.96793270111084,0.0001992103498544841
448,6.338415145874023,6.2908711433410645,0.00019920240550414415
449,6.019149303436279,5.980641841888428,0.00019919442156898166
450,6.264620304107666,6.24440336227417,0.0001991863980525396
451,6.458481788635254,6.5337677001953125,0.0001991783349583785
452,6.232956409454346,6.250319480895996,0.00019917023229007645
453,6.305513858795166,6.568655967712402,0.00019916209005122918
454,6.2062177658081055,6.32334566116333,0.00019915390824544991
455,6.223979473114014,6.304142951965332,0.0001991456868763694
456,6.552890300750732,6.423460483551025,0.00019913742594763602
457,6.039698600769043,6.003432750701904,0.0001991291254629157
458,5.999736785888672,6.086369037628174,0.00019912078542589186
459,5.972105979919434,6.141910076141357,0.0001991124058402655
460,6.465383529663086,6.352814674377441,0.0001991039867097552
461,6.2186431884765625,6.174441814422607,0.00019909552803809707
462,6.018052101135254,6.006412982940674,0.00019908702982904475
463,6.368767261505127,6.3427019119262695,0.00019907849208636945
464,6.22479248046875,6.0205183029174805,0.00019906991481385993
465,5.879117012023926,5.919770240783691,0.00019906129801532243
466,6.230350971221924,6.208366394042969,0.00019905264169458082
467,6.089014053344727,6.156260967254639,0.00019904394585547642
468,6.234438896179199,6.114005088806152,0.0001990352105018682
469,6.495857238769531,6.350069999694824,0.00019902643563763254
470,6.099417686462402,6.153705596923828,0.0001990176212666634
471,5.977433204650879,5.996817111968994,0.00019900876739287234
472,6.023059368133545,6.30010461807251,0.00019899987402018833
473,6.1105804443359375,6.2762956619262695,0.00019899094115255795
474,6.307553291320801,5.897150039672852,0.0001989819687939453
475,5.815258026123047,5.8623456954956055,0.000198972956948332
476,6.173551559448242,6.123526096343994,0.00019896390561971713
477,6.215629577636719,6.245665073394775,0.00019895481481211743
478,6.026531219482422,6.023916721343994,0.000198945684529567
479,6.075102806091309,6.136219501495361,0.00019893651477611752
480,6.286353588104248,6.404481410980225,0.00019892730555583828
481,5.905481338500977,6.103960037231445,0.00019891805687281591
482,6.423189163208008,6.64394474029541,0.0001989087687311547
483,6.247406005859375,6.16687536239624,0.0001988994411349764
484,6.007801055908203,6.064538478851318,0.00019889007408842023
485,6.370473384857178,6.155668258666992,0.00019888066759564293
486,6.105653762817383,6.186040878295898,0.0001988712216608188
487,6.0828351974487305,6.173323154449463,0.00019886173628813964
488,6.208218574523926,6.397088527679443,0.00019885221148181466
489,5.717120170593262,5.987915515899658,0.00019884264724607064
490,6.159553527832031,6.159316539764404,0.00019883304358515186
491,6.418180465698242,6.582774639129639,0.00019882340050332003
